caseid,year,age,sex,polviews,partyid,indus10
759,1985,76.0,2,1.0,6.0,5380.0
760,1985,24.0,2,1.0,0.0,8190.0
761,1985,28.0,2,5.0,6.0,8190.0
762,1985,39.0,2,5.0,6.0,6870.0
763,1985,48.0,2,4.0,1.0,6990.0
764,1985,34.0,1,5.0,6.0,770.0
765,1985,34.0,1,6.0,6.0,8190.0
766,1985,31.0,2,4.0,1.0,5380.0
767,1985,37.0,2,5.0,6.0,8190.0
768,1985,31.0,2,2.0,2.0,7080.0
769,1985,40.0,2,2.0,5.0,8690.0
770,1985,19.0,2,3.0,5.0,8680.0
771,1985,51.0,2,6.0,6.0,6570.0
772,1985,38.0,2,5.0,0.0,8790.0
773,1985,61.0,2,6.0,6.0,9470.0
774,1985,21.0,2,4.0,1.0,8680.0
775,1985,68.0,2,4.0,6.0,4470.0
776,1985,50.0,1,6.0,6.0,7370.0
777,1985,44.0,1,5.0,4.0,290.0
778,1985,56.0,2,5.0,5.0,8980.0
779,1985,69.0,1,5.0,2.0,6080.0
780,1985,23.0,2,4.0,1.0,4980.0
781,1985,41.0,2,4.0,1.0,8980.0
782,1985,26.0,1,3.0,1.0,8190.0
783,1985,31.0,1,4.0,5.0,4770.0
784,1985,40.0,2,4.0,5.0,8090.0
785,1985,56.0,2,4.0,0.0,9370.0
786,1985,28.0,1,6.0,6.0,770.0
787,1985,46.0,1,6.0,5.0,2290.0
788,1985,41.0,2,4.0,1.0,4790.0
789,1985,67.0,2,3.0,0.0,1090.0
790,1985,39.0,1,4.0,1.0,6680.0
791,1985,63.0,1,6.0,0.0,1090.0
792,1985,42.0,2,3.0,2.0,8680.0
794,1985,70.0,2,5.0,0.0,6290.0
795,1985,41.0,1,5.0,5.0,770.0
796,1985,55.0,1,4.0,1.0,1370.0
797,1985,75.0,2,4.0,2.0,5380.0
798,1985,48.0,2,2.0,1.0,1880.0
799,1985,60.0,1,6.0,6.0,3570.0
800,1985,60.0,1,2.0,0.0,770.0
801,1985,64.0,2,6.0,6.0,8190.0
802,1985,29.0,1,2.0,1.0,770.0
803,1985,42.0,2,4.0,1.0,7860.0
804,1985,54.0,1,4.0,0.0,2870.0
805,1985,37.0,2,4.0,1.0,170.0
806,1985,24.0,2,4.0,3.0,6880.0
807,1985,32.0,2,3.0,0.0,6870.0
808,1985,33.0,2,4.0,4.0,9480.0
810,1985,36.0,1,3.0,1.0,7860.0
811,1985,29.0,2,3.0,4.0,770.0
813,1985,27.0,1,4.0,2.0,6170.0
814,1985,29.0,1,6.0,2.0,9470.0
815,1985,33.0,1,4.0,1.0,770.0
816,1985,23.0,1,5.0,2.0,8680.0
817,1985,28.0,2,3.0,1.0,8190.0
818,1985,25.0,2,5.0,1.0,9470.0
819,1985,35.0,2,5.0,5.0,7860.0
822,1985,20.0,2,4.0,1.0,5570.0
823,1985,37.0,1,4.0,1.0,3570.0
824,1985,54.0,1,4.0,0.0,4970.0
825,1985,47.0,1,6.0,4.0,7870.0
826,1985,30.0,1,4.0,2.0,8660.0
828,1985,28.0,1,4.0,0.0,8090.0
829,1985,22.0,2,2.0,1.0,8470.0
831,1985,74.0,2,3.0,6.0,8290.0
832,1985,37.0,2,5.0,1.0,1680.0
833,1985,40.0,2,4.0,6.0,5490.0
834,1985,36.0,1,4.0,0.0,4470.0
835,1985,25.0,1,4.0,5.0,5580.0
836,1985,38.0,1,5.0,5.0,4790.0
837,1985,28.0,1,3.0,1.0,6080.0
838,1985,41.0,2,4.0,6.0,4270.0
839,1985,34.0,2,4.0,1.0,6695.0
840,1985,24.0,1,5.0,2.0,6380.0
841,1985,21.0,2,4.0,1.0,8190.0
842,1985,25.0,1,4.0,4.0,6480.0
843,1985,25.0,1,5.0,2.0,8870.0
844,1985,48.0,1,3.0,1.0,770.0
845,1985,26.0,1,3.0,1.0,770.0
846,1985,30.0,2,4.0,7.0,6990.0
847,1985,37.0,2,4.0,1.0,570.0
848,1985,54.0,2,4.0,7.0,8080.0
849,1985,63.0,2,6.0,4.0,4690.0
850,1985,46.0,1,5.0,6.0,2290.0
851,1985,35.0,2,6.0,6.0,8880.0
852,1985,47.0,1,6.0,1.0,2490.0
853,1985,38.0,2,5.0,2.0,6695.0
854,1985,39.0,1,4.0,5.0,2290.0
856,1985,50.0,2,5.0,1.0,7860.0
857,1985,53.0,1,4.0,6.0,4690.0
858,1985,66.0,1,2.0,0.0,180.0
860,1985,75.0,2,5.0,1.0,9290.0
861,1985,46.0,1,6.0,0.0,1480.0
862,1985,20.0,1,4.0,1.0,8570.0
863,1985,38.0,1,4.0,4.0,4090.0
864,1985,43.0,2,5.0,5.0,8290.0
865,1985,67.0,2,4.0,0.0,7860.0
866,1985,21.0,2,4.0,5.0,5180.0
867,1985,46.0,1,3.0,5.0,770.0
868,1985,53.0,1,3.0,1.0,9490.0
869,1985,33.0,1,5.0,4.0,3190.0
870,1985,80.0,2,5.0,0.0,7860.0
871,1985,32.0,1,6.0,5.0,5370.0
873,1985,63.0,1,3.0,0.0,180.0
874,1985,33.0,2,4.0,4.0,8680.0
875,1985,30.0,2,5.0,5.0,8290.0
877,1985,35.0,1,5.0,5.0,770.0
878,1985,43.0,1,4.0,1.0,2290.0
879,1985,32.0,1,5.0,2.0,3490.0
880,1985,35.0,2,5.0,5.0,4770.0
881,1985,27.0,1,4.0,5.0,4670.0
882,1985,50.0,1,4.0,1.0,1370.0
883,1985,81.0,1,3.0,0.0,770.0
884,1985,60.0,2,4.0,5.0,4490.0
885,1985,59.0,1,6.0,1.0,770.0
886,1985,25.0,2,4.0,5.0,8190.0
888,1985,26.0,2,2.0,0.0,2490.0
890,1985,32.0,2,2.0,1.0,2290.0
891,1985,35.0,1,3.0,6.0,770.0
892,1985,69.0,1,5.0,1.0,9470.0
893,1985,62.0,2,5.0,0.0,8580.0
894,1985,44.0,2,5.0,5.0,8980.0
895,1985,31.0,1,4.0,1.0,8660.0
896,1985,22.0,1,2.0,1.0,490.0
897,1985,65.0,1,4.0,6.0,9590.0
898,1985,64.0,1,6.0,1.0,9590.0
900,1985,84.0,1,4.0,1.0,9390.0
901,1985,38.0,2,6.0,5.0,9470.0
902,1985,51.0,1,5.0,1.0,770.0
903,1985,43.0,1,6.0,3.0,490.0
904,1985,18.0,1,4.0,7.0,180.0
905,1985,26.0,1,4.0,2.0,570.0
906,1985,56.0,1,4.0,1.0,7190.0
907,1985,39.0,2,2.0,6.0,4980.0
909,1985,58.0,2,4.0,2.0,8680.0
911,1985,36.0,2,2.0,5.0,8680.0
912,1985,49.0,2,3.0,3.0,8470.0
913,1985,45.0,1,5.0,3.0,7860.0
914,1985,33.0,2,4.0,2.0,9470.0
915,1985,63.0,1,3.0,2.0,8190.0
916,1985,47.0,2,6.0,6.0,5170.0
919,1985,61.0,1,4.0,6.0,7860.0
920,1985,74.0,2,4.0,0.0,9480.0
921,1985,26.0,1,3.0,4.0,2670.0
922,1985,28.0,1,2.0,2.0,4770.0
923,1985,69.0,1,4.0,0.0,6080.0
924,1985,28.0,2,2.0,0.0,6370.0
925,1985,37.0,2,3.0,0.0,8680.0
926,1985,54.0,2,6.0,5.0,9570.0
927,1985,54.0,2,4.0,6.0,9160.0
928,1985,55.0,2,4.0,4.0,7860.0
929,1985,32.0,2,3.0,5.0,8990.0
930,1985,63.0,1,6.0,3.0,8980.0
931,1985,57.0,1,6.0,4.0,570.0
932,1985,59.0,2,4.0,5.0,9380.0
933,1985,35.0,2,4.0,5.0,4490.0
935,1985,38.0,2,1.0,4.0,6870.0
936,1985,28.0,1,4.0,3.0,8590.0
937,1985,21.0,2,3.0,5.0,4670.0
938,1985,30.0,1,6.0,6.0,3890.0
939,1985,26.0,2,3.0,1.0,770.0
940,1985,68.0,2,4.0,5.0,6870.0
942,1985,33.0,2,1.0,0.0,9470.0
943,1985,23.0,2,3.0,3.0,8570.0
944,1985,27.0,2,6.0,6.0,6970.0
945,1985,75.0,2,6.0,0.0,9390.0
946,1985,38.0,1,2.0,2.0,8560.0
947,1985,36.0,1,6.0,1.0,7270.0
948,1985,51.0,2,3.0,0.0,8080.0
950,1985,20.0,1,2.0,3.0,7770.0
952,1985,54.0,1,2.0,0.0,8880.0
955,1985,46.0,2,2.0,3.0,4585.0
960,1985,24.0,2,4.0,4.0,4280.0
961,1985,25.0,1,3.0,1.0,4970.0
962,1985,24.0,1,5.0,5.0,6480.0
963,1985,22.0,1,5.0,6.0,7460.0
964,1985,21.0,1,4.0,5.0,7770.0
965,1985,30.0,1,4.0,3.0,7290.0
966,1985,27.0,1,4.0,3.0,8680.0
967,1985,25.0,2,4.0,5.0,1990.0
968,1985,28.0,2,4.0,5.0,7860.0
969,1985,48.0,1,4.0,1.0,770.0
970,1985,29.0,1,3.0,2.0,7270.0
973,1985,60.0,2,4.0,1.0,3390.0
975,1985,27.0,2,4.0,2.0,5490.0
976,1985,25.0,1,2.0,2.0,770.0
977,1985,32.0,1,7.0,4.0,3190.0
978,1985,34.0,2,2.0,1.0,5380.0
979,1985,52.0,2,3.0,0.0,6080.0
980,1985,27.0,2,2.0,2.0,1190.0
981,1985,32.0,1,4.0,3.0,7070.0
982,1985,25.0,1,3.0,4.0,3390.0
983,1985,26.0,2,4.0,1.0,8190.0
984,1985,68.0,1,4.0,1.0,770.0
985,1985,26.0,1,3.0,1.0,6470.0
986,1985,32.0,2,4.0,1.0,8680.0
987,1985,34.0,2,4.0,1.0,6990.0
989,1985,62.0,2,4.0,1.0,190.0
990,1985,27.0,1,5.0,1.0,4280.0
991,1985,67.0,2,5.0,2.0,6680.0
992,1985,26.0,2,4.0,1.0,8470.0
993,1985,37.0,2,4.0,1.0,8660.0
995,1985,42.0,1,5.0,5.0,5090.0
996,1985,79.0,2,4.0,6.0,7860.0
997,1985,28.0,1,4.0,4.0,4270.0
998,1985,33.0,2,2.0,2.0,8190.0
999,1985,25.0,2,5.0,5.0,8660.0
1000,1985,34.0,1,6.0,6.0,6970.0
1001,1985,29.0,2,3.0,4.0,4270.0
1002,1985,54.0,2,6.0,1.0,9590.0
1003,1985,79.0,2,7.0,6.0,7860.0
1004,1985,59.0,2,5.0,6.0,8770.0
1005,1985,52.0,1,3.0,3.0,6680.0
1006,1985,36.0,2,2.0,2.0,8980.0
1007,1985,51.0,2,2.0,1.0,8660.0
1008,1985,49.0,1,3.0,1.0,770.0
1009,1985,54.0,1,5.0,3.0,9490.0
1010,1985,40.0,1,7.0,6.0,770.0
1011,1985,34.0,2,5.0,5.0,6680.0
1012,1985,45.0,1,4.0,4.0,770.0
1014,1985,87.0,2,6.0,5.0,6680.0
1015,1985,78.0,2,5.0,5.0,7860.0
1016,1985,33.0,1,6.0,6.0,3590.0
1017,1985,52.0,1,1.0,1.0,2490.0
1018,1985,65.0,2,5.0,6.0,9160.0
1019,1985,32.0,1,4.0,2.0,6680.0
1020,1985,23.0,2,5.0,6.0,8660.0
1021,1985,74.0,2,4.0,0.0,4570.0
1022,1985,80.0,1,5.0,6.0,6680.0
1023,1985,51.0,2,6.0,6.0,7670.0
1024,1985,40.0,1,4.0,3.0,7870.0
1025,1985,59.0,2,5.0,5.0,8680.0
1026,1985,33.0,1,5.0,5.0,770.0
1027,1985,32.0,2,4.0,1.0,7860.0
1028,1985,62.0,1,2.0,1.0,7860.0
1029,1985,38.0,2,4.0,1.0,5592.0
1031,1985,67.0,2,1.0,6.0,7980.0
1032,1985,48.0,1,5.0,1.0,8870.0
1033,1985,65.0,2,7.0,6.0,7860.0
1034,1985,56.0,1,5.0,6.0,6380.0
1035,1985,61.0,2,4.0,2.0,3580.0
1036,1985,60.0,2,2.0,1.0,1270.0
1037,1985,25.0,2,4.0,1.0,3390.0
1038,1985,40.0,2,5.0,5.0,3970.0
1039,1985,72.0,1,5.0,5.0,190.0
1040,1985,34.0,1,7.0,6.0,770.0
1041,1985,20.0,1,4.0,6.0,9770.0
1042,1985,58.0,1,4.0,5.0,7070.0
1043,1985,22.0,2,4.0,1.0,3960.0
1044,1985,46.0,1,6.0,1.0,770.0
1045,1985,75.0,2,4.0,5.0,7070.0
1046,1985,77.0,1,6.0,5.0,1090.0
1047,1985,70.0,2,6.0,0.0,7870.0
1048,1985,87.0,1,4.0,6.0,680.0
1051,1985,64.0,1,3.0,4.0,170.0
1052,1985,37.0,2,3.0,0.0,7860.0
1053,1985,32.0,2,6.0,1.0,8190.0
1054,1985,49.0,1,5.0,1.0,770.0
1055,1985,51.0,1,6.0,6.0,6990.0
1056,1985,43.0,2,6.0,6.0,7860.0
1057,1985,38.0,2,6.0,6.0,5080.0
1058,1985,46.0,1,4.0,7.0,570.0
1059,1985,29.0,2,6.0,1.0,8190.0
1060,1985,53.0,1,4.0,4.0,3190.0
1061,1985,31.0,2,6.0,6.0,6990.0
1062,1985,33.0,1,4.0,5.0,2390.0
1063,1985,25.0,2,5.0,1.0,8470.0
1064,1985,41.0,1,4.0,2.0,2290.0
1065,1985,24.0,2,2.0,1.0,290.0
1066,1985,50.0,1,4.0,2.0,7870.0
1067,1985,43.0,2,4.0,1.0,3190.0
1068,1985,47.0,1,4.0,3.0,3190.0
1069,1985,46.0,2,5.0,5.0,6880.0
1070,1985,61.0,1,5.0,4.0,1870.0
1071,1985,35.0,2,6.0,6.0,7860.0
1072,1985,41.0,1,2.0,2.0,3360.0
1073,1985,33.0,1,1.0,1.0,7870.0
1074,1985,44.0,1,5.0,5.0,3090.0
1075,1985,89.0,1,6.0,6.0,5070.0
1076,1985,65.0,2,3.0,2.0,1990.0
1077,1985,19.0,1,6.0,5.0,9090.0
1078,1985,78.0,2,3.0,0.0,7860.0
1079,1985,58.0,2,7.0,1.0,6680.0
1081,1985,36.0,1,5.0,5.0,770.0
1082,1985,35.0,1,4.0,5.0,2280.0
1083,1985,43.0,2,3.0,0.0,6870.0
1084,1985,45.0,1,5.0,4.0,4570.0
1085,1985,51.0,2,6.0,6.0,3390.0
1086,1985,57.0,2,4.0,4.0,770.0
1087,1985,61.0,1,3.0,1.0,6370.0
1088,1985,48.0,2,4.0,5.0,7860.0
1089,1985,24.0,1,7.0,6.0,6070.0
1091,1985,34.0,1,5.0,5.0,7380.0
1092,1985,22.0,1,3.0,4.0,6170.0
1093,1985,25.0,1,6.0,6.0,7690.0
1094,1985,33.0,1,6.0,0.0,2670.0
1095,1985,36.0,1,6.0,1.0,2070.0
1096,1985,25.0,2,5.0,5.0,7870.0
1097,1985,25.0,1,2.0,4.0,3390.0
1098,1985,21.0,1,5.0,5.0,3580.0
1099,1985,25.0,1,5.0,6.0,9160.0
1100,1985,58.0,1,5.0,4.0,6170.0
1101,1985,39.0,1,5.0,4.0,6390.0
1102,1985,36.0,2,6.0,2.0,7790.0
1104,1985,40.0,1,6.0,5.0,6170.0
1105,1985,40.0,1,5.0,4.0,1990.0
1107,1985,70.0,2,4.0,1.0,8660.0
1108,1985,32.0,2,6.0,5.0,9290.0
1109,1985,36.0,1,5.0,5.0,690.0
1110,1985,44.0,2,4.0,1.0,2690.0
1111,1985,28.0,2,2.0,5.0,2470.0
1112,1985,61.0,1,2.0,0.0,6370.0
1113,1985,26.0,1,3.0,7.0,3990.0
1114,1985,32.0,2,6.0,5.0,6990.0
1115,1985,45.0,1,4.0,0.0,2490.0
1116,1985,63.0,2,7.0,1.0,2970.0
1117,1985,61.0,2,4.0,0.0,9480.0
1118,1985,28.0,2,4.0,1.0,8980.0
1119,1985,56.0,2,4.0,3.0,9290.0
1120,1985,66.0,2,6.0,6.0,4670.0
1121,1985,57.0,2,3.0,0.0,2370.0
1122,1985,65.0,2,4.0,5.0,8690.0
1123,1985,52.0,1,4.0,1.0,7860.0
1124,1985,58.0,2,4.0,1.0,8560.0
1125,1985,61.0,2,4.0,6.0,770.0
1126,1985,33.0,1,5.0,3.0,270.0
1127,1985,26.0,2,3.0,1.0,8190.0
1128,1985,32.0,1,3.0,5.0,9080.0
1129,1985,58.0,1,6.0,4.0,6990.0
1130,1985,39.0,1,4.0,4.0,3390.0
1131,1985,60.0,2,4.0,1.0,2970.0
1132,1985,45.0,1,4.0,2.0,770.0
1133,1985,18.0,1,2.0,4.0,8680.0
1134,1985,58.0,2,4.0,1.0,5380.0
1135,1985,25.0,2,4.0,1.0,8190.0
1136,1985,23.0,1,4.0,2.0,1180.0
1137,1985,39.0,2,4.0,5.0,7870.0
1138,1985,26.0,2,4.0,5.0,9590.0
1139,1985,23.0,1,2.0,1.0,770.0
1140,1985,53.0,1,5.0,5.0,6890.0
1141,1985,33.0,1,4.0,4.0,9170.0
1142,1985,56.0,2,6.0,6.0,3390.0
1143,1985,19.0,2,4.0,4.0,8270.0
1144,1985,63.0,1,4.0,2.0,7290.0
1145,1985,31.0,2,4.0,2.0,7280.0
1146,1985,82.0,2,4.0,1.0,1870.0
1147,1985,57.0,2,5.0,4.0,3890.0
1148,1985,26.0,1,3.0,1.0,4670.0
1150,1985,28.0,1,4.0,0.0,4670.0
1151,1985,51.0,1,3.0,0.0,3170.0
1152,1985,43.0,2,5.0,4.0,3380.0
1153,1985,33.0,2,4.0,1.0,8980.0
1154,1985,57.0,2,6.0,4.0,4770.0
1155,1985,27.0,1,1.0,3.0,4280.0
1156,1985,52.0,2,4.0,0.0,5690.0
1157,1985,65.0,2,4.0,0.0,3970.0
1159,1985,49.0,1,4.0,3.0,4070.0
1160,1985,26.0,1,5.0,6.0,3370.0
1161,1985,67.0,2,7.0,4.0,8690.0
1163,1985,58.0,2,4.0,7.0,5790.0
1164,1985,70.0,1,5.0,5.0,7070.0
1165,1985,70.0,2,4.0,5.0,6170.0
1167,1985,60.0,1,2.0,3.0,770.0
1168,1985,50.0,2,5.0,0.0,3580.0
1169,1985,51.0,2,3.0,0.0,5380.0
1170,1985,53.0,2,4.0,3.0,5580.0
1171,1985,77.0,1,4.0,3.0,3570.0
1172,1985,30.0,2,4.0,5.0,8190.0
1173,1985,35.0,2,2.0,0.0,8270.0
1174,1985,61.0,1,6.0,5.0,5580.0
1175,1985,49.0,2,4.0,3.0,8270.0
1176,1985,59.0,1,6.0,6.0,4870.0
1177,1985,42.0,2,4.0,0.0,9380.0
1178,1985,51.0,1,4.0,2.0,2490.0
1179,1985,59.0,1,5.0,0.0,3870.0
1180,1985,26.0,1,6.0,5.0,2670.0
1181,1985,57.0,2,4.0,4.0,6870.0
1182,1985,36.0,2,4.0,5.0,4970.0
1183,1985,89.0,2,6.0,6.0,180.0
1184,1985,41.0,2,4.0,5.0,8190.0
1185,1985,29.0,2,6.0,4.0,8190.0
1186,1985,87.0,1,4.0,6.0,9490.0
1187,1985,20.0,2,5.0,1.0,3980.0
1188,1985,33.0,2,5.0,6.0,8190.0
1189,1985,20.0,1,4.0,4.0,8680.0
1190,1985,69.0,2,4.0,5.0,8270.0
1191,1985,28.0,2,3.0,0.0,6870.0
1192,1985,37.0,2,2.0,2.0,4970.0
1193,1985,34.0,2,6.0,5.0,7860.0
1194,1985,26.0,1,5.0,6.0,4270.0
1195,1985,41.0,2,4.0,3.0,7490.0
1196,1985,28.0,2,6.0,1.0,7980.0
1197,1985,71.0,1,4.0,4.0,8770.0
1198,1985,61.0,2,4.0,0.0,7860.0
1199,1985,29.0,1,5.0,5.0,170.0
1200,1985,55.0,2,4.0,0.0,6680.0
1201,1985,29.0,2,2.0,2.0,6990.0
1202,1985,49.0,2,4.0,0.0,8170.0
1203,1985,25.0,1,6.0,5.0,170.0
1204,1985,39.0,1,3.0,2.0,170.0
1206,1985,68.0,2,3.0,0.0,6990.0
1207,1985,45.0,1,5.0,5.0,3070.0
1208,1985,38.0,2,4.0,1.0,5280.0
1209,1985,57.0,1,6.0,4.0,6680.0
1212,1985,45.0,2,4.0,3.0,9070.0
1213,1985,27.0,1,2.0,0.0,770.0
1214,1985,68.0,1,6.0,4.0,6370.0
1215,1985,76.0,2,5.0,1.0,9290.0
1216,1985,20.0,2,4.0,2.0,8270.0
1217,1985,81.0,1,4.0,5.0,7970.0
1218,1985,51.0,2,5.0,6.0,7860.0
1219,1985,77.0,1,4.0,5.0,580.0
1220,1985,25.0,2,4.0,5.0,770.0
1221,1985,56.0,2,5.0,5.0,5190.0
1222,1985,71.0,1,4.0,2.0,3390.0
1224,1985,48.0,2,6.0,5.0,8190.0
1225,1985,24.0,2,4.0,5.0,7860.0
1226,1985,60.0,2,4.0,1.0,9290.0
1227,1985,56.0,2,4.0,5.0,7970.0
1228,1985,39.0,2,4.0,6.0,180.0
1229,1985,58.0,2,4.0,5.0,5280.0
1230,1985,67.0,1,5.0,5.0,180.0
1231,1985,56.0,1,2.0,6.0,770.0
1232,1985,53.0,2,5.0,1.0,8270.0
1234,1985,49.0,2,4.0,5.0,9570.0
1235,1985,63.0,2,5.0,1.0,8270.0
1236,1985,34.0,1,2.0,0.0,770.0
1237,1985,35.0,1,4.0,4.0,770.0
1238,1985,65.0,2,5.0,1.0,8190.0
1239,1985,40.0,2,5.0,1.0,9290.0
1240,1985,22.0,2,4.0,2.0,8680.0
1241,1985,74.0,2,5.0,3.0,8190.0
1242,1985,57.0,2,4.0,0.0,6870.0
1243,1985,27.0,1,7.0,1.0,2490.0
1244,1985,73.0,2,6.0,1.0,8580.0
1245,1985,56.0,1,7.0,0.0,2490.0
1246,1985,37.0,2,4.0,2.0,8190.0
1247,1985,61.0,2,6.0,1.0,8270.0
1248,1985,41.0,1,6.0,6.0,170.0
1249,1985,65.0,2,5.0,6.0,3370.0
1250,1985,62.0,1,5.0,6.0,7870.0
1251,1985,47.0,2,2.0,1.0,8090.0
1252,1985,31.0,1,3.0,2.0,770.0
1253,1985,52.0,1,5.0,3.0,9490.0
1255,1985,26.0,2,4.0,2.0,6670.0
1256,1985,75.0,1,7.0,6.0,590.0
1257,1985,84.0,1,3.0,0.0,1180.0
1258,1985,43.0,2,4.0,4.0,7270.0
1259,1985,23.0,1,4.0,3.0,5470.0
1260,1985,44.0,2,5.0,6.0,7590.0
1261,1985,51.0,1,4.0,2.0,6672.0
1262,1985,25.0,1,5.0,3.0,9160.0
1263,1985,23.0,2,5.0,5.0,7480.0
1264,1985,38.0,2,2.0,0.0,7860.0
1265,1985,35.0,2,7.0,6.0,180.0
1266,1985,49.0,1,4.0,1.0,6170.0
1267,1985,71.0,2,6.0,4.0,9290.0
1268,1985,23.0,1,4.0,2.0,170.0
1269,1985,42.0,2,4.0,1.0,8470.0
1270,1985,39.0,1,4.0,3.0,770.0
1271,1985,59.0,2,3.0,0.0,6290.0
1272,1985,68.0,1,5.0,5.0,180.0
1273,1985,30.0,2,6.0,5.0,8190.0
1274,1985,60.0,1,6.0,5.0,180.0
1275,1985,60.0,2,5.0,6.0,8190.0
1276,1985,85.0,2,4.0,3.0,7860.0
1277,1985,22.0,1,4.0,2.0,5090.0
1279,1985,21.0,2,4.0,5.0,6990.0
1280,1985,27.0,1,4.0,5.0,7790.0
1281,1985,59.0,2,4.0,0.0,1680.0
1282,1985,75.0,2,6.0,1.0,5380.0
1283,1985,74.0,2,4.0,3.0,580.0
1284,1985,62.0,2,1.0,0.0,8680.0
1285,1985,42.0,2,4.0,3.0,4890.0
1286,1985,55.0,1,5.0,1.0,6770.0
1288,1985,27.0,1,6.0,5.0,8770.0
1289,1985,61.0,1,7.0,7.0,770.0
1290,1985,87.0,1,4.0,0.0,180.0
1291,1985,73.0,2,7.0,6.0,7270.0
1292,1985,74.0,2,6.0,1.0,1070.0
1293,1985,47.0,2,4.0,5.0,180.0
1294,1985,77.0,2,2.0,3.0,8190.0
1295,1985,27.0,2,4.0,0.0,1680.0
1297,1985,45.0,2,2.0,1.0,1680.0
1298,1985,59.0,2,6.0,6.0,1680.0
1301,1985,30.0,1,7.0,6.0,6170.0
1302,1985,60.0,2,4.0,1.0,6370.0
1303,1985,75.0,2,2.0,0.0,1680.0
1304,1985,24.0,2,4.0,5.0,1680.0
1305,1985,33.0,1,5.0,3.0,1070.0
1306,1985,24.0,2,5.0,5.0,180.0
1307,1985,72.0,1,4.0,1.0,4670.0
1310,1985,69.0,1,4.0,5.0,1870.0
1311,1985,40.0,1,6.0,4.0,4470.0
1312,1985,38.0,2,6.0,1.0,7870.0
1313,1985,22.0,2,4.0,5.0,8190.0
1314,1985,53.0,1,5.0,3.0,7860.0
1315,1985,35.0,2,4.0,4.0,8190.0
1316,1985,41.0,2,5.0,1.0,9570.0
1317,1985,30.0,1,6.0,4.0,3380.0
1318,1985,30.0,2,4.0,1.0,3960.0
1319,1985,68.0,2,4.0,2.0,7870.0
1321,1985,35.0,2,3.0,1.0,9160.0
1322,1985,34.0,1,2.0,6.0,8770.0
1324,1985,50.0,2,4.0,4.0,5690.0
1325,1985,56.0,1,6.0,4.0,7290.0
1326,1985,35.0,2,5.0,5.0,5470.0
1327,1985,71.0,2,5.0,5.0,1890.0
1328,1985,24.0,2,4.0,0.0,8980.0
1329,1985,72.0,2,4.0,0.0,7860.0
1330,1985,39.0,2,4.0,5.0,8680.0
1331,1985,20.0,2,4.0,5.0,8680.0
1332,1985,63.0,2,3.0,0.0,9290.0
1333,1985,75.0,2,3.0,4.0,8470.0
1334,1985,36.0,2,5.0,1.0,9470.0
1336,1985,58.0,2,3.0,1.0,5380.0
1337,1985,67.0,1,3.0,1.0,9590.0
1338,1985,69.0,2,3.0,1.0,8770.0
1339,1985,35.0,2,4.0,4.0,9690.0
1340,1985,44.0,1,6.0,2.0,490.0
1341,1985,59.0,1,6.0,1.0,9590.0
1342,1985,34.0,1,4.0,5.0,490.0
1343,1985,23.0,1,4.0,1.0,2880.0
1344,1985,20.0,1,4.0,1.0,770.0
1346,1985,42.0,2,2.0,3.0,8680.0
1347,1985,35.0,2,4.0,2.0,7860.0
1348,1985,71.0,1,4.0,1.0,3370.0
1349,1985,70.0,1,4.0,1.0,4670.0
1351,1985,61.0,1,3.0,1.0,4280.0
1352,1985,73.0,2,2.0,1.0,9070.0
1353,1985,69.0,1,3.0,0.0,770.0
1356,1985,67.0,1,2.0,3.0,4890.0
1357,1985,79.0,1,6.0,5.0,7290.0
1359,1985,21.0,2,1.0,4.0,8470.0
1360,1985,60.0,1,6.0,1.0,1480.0
1361,1985,22.0,2,2.0,3.0,8680.0
1362,1985,22.0,2,6.0,5.0,8970.0
1363,1985,22.0,1,5.0,4.0,4570.0
1364,1985,27.0,2,4.0,3.0,5170.0
1365,1985,69.0,2,6.0,7.0,5090.0
1366,1985,56.0,2,6.0,1.0,5070.0
1368,1985,44.0,2,4.0,1.0,8680.0
1369,1985,77.0,2,4.0,1.0,9290.0
1370,1985,70.0,1,4.0,0.0,9590.0
1371,1985,52.0,2,6.0,1.0,7860.0
1372,1985,66.0,1,4.0,0.0,6870.0
1373,1985,19.0,1,2.0,1.0,8680.0
1374,1985,72.0,1,4.0,1.0,170.0
1375,1985,50.0,2,4.0,1.0,7860.0
1376,1985,62.0,1,2.0,2.0,8780.0
1377,1985,30.0,2,5.0,5.0,6880.0
1378,1985,25.0,1,4.0,3.0,6170.0
1380,1985,49.0,1,6.0,6.0,170.0
1381,1985,79.0,1,7.0,0.0,170.0
1382,1985,80.0,2,2.0,0.0,9290.0
1385,1985,65.0,1,4.0,1.0,170.0
1387,1985,77.0,2,5.0,1.0,1480.0
1390,1985,64.0,2,6.0,1.0,8270.0
1391,1985,33.0,2,5.0,4.0,7860.0
1392,1985,41.0,1,4.0,1.0,3980.0
1393,1985,47.0,1,4.0,2.0,7980.0
1394,1985,31.0,1,5.0,1.0,770.0
1395,1985,39.0,1,5.0,4.0,570.0
1396,1985,43.0,1,4.0,2.0,4670.0
1397,1985,43.0,1,5.0,0.0,180.0
1398,1985,48.0,1,5.0,5.0,770.0
1400,1985,20.0,2,4.0,5.0,8680.0
1401,1985,38.0,1,4.0,1.0,180.0
1402,1985,61.0,2,4.0,1.0,4980.0
